id,id_incident,date,weekday,time,shift,type,officers_required,location,police,police_weight,police_action,Police_action_weight,injury,injury_weight,damage,damage_weight,workplace_violen,woekplace_violence_Weight,assault_weight,officers_weighted,assault,officers_total,severity
8568,140127,4/5/2014,7,11:50:00 AM,1,19 Show Of Force - HEB,1,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8570,140129,4/5/2014,7,10:30:00 PM,3,19 Show Of Force - HEB,1,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,1,low
8569,140128,4/5/2014,7,2:30:00 PM,2,24 Theft Personal,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8571,140130,4/6/2014,1,3:45:00 PM,2,28 Vehicle Accident,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8572,140131,4/8/2014,3,5:24:00 PM,2,19 Show Of Force - HEB,1,Womens Center,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8573,140132,4/9/2014,4,1:50:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8574,140133,4/10/2014,5,2:15:00 AM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8576,140135,4/10/2014,5,10:54:00 AM,1,05 Code Red,3,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8575,140134,4/10/2014,5,9:16:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8577,140136,4/10/2014,5,1:50:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8578,140137,4/10/2014,5,6:45:00 PM,2,32 Other,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8579,140138,4/11/2014,6,12:44:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8580,140139,4/16/2014,4,10:37:00 AM,1,10 Code White - HEB,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8581,140140,4/16/2014,4,3:12:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,1,low
8582,140141,4/17/2014,5,12:18:00 AM,3,19 Show Of Force - HEB,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8583,140142,4/18/2014,6,2:32:00 PM,2,19a Show Of Force - Springwood ,1,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8584,140143,4/18/2014,6,2:16:00 PM,2,28 Vehicle Accident,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8585,140144,4/19/2014,7,3:21:00 AM,3,19 Show Of Force - HEB,1,Emergency Department,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,3,high
8586,140145,4/19/2014,7,5:42:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8587,140146,4/23/2014,4,8:41:00 AM,1,32 Other,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8588,140147,4/24/2014,5,11:40:00 PM,3,28 Vehicle Accident,2,Hospital Grounds,YES,1.5,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8589,140148,4/26/2014,7,9:10:00 PM,2,12 Disorderly,2,Emergency Department,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8590,140149,4/29/2014,3,8:45:00 PM,2,32 Other,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8591,140150,5/1/2014,5,7:25:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8592,140151,5/1/2014,5,2:00:00 PM,2,19 Show Of Force - HEB,1,Emergency Department,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8593,140152,5/4/2014,1,7:50:00 AM,1,05 Code Red,3,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8594,140153,5/4/2014,1,10:58:00 AM,1,10 Code White - HEB,2,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8595,140154,5/5/2014,2,4:27:00 PM,2,32 Other,1,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8596,140155,5/5/2014,2,6:46:00 PM,2,32 Other,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8597,140156,5/6/2014,3,10:05:00 PM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8599,140158,5/7/2014,4,10:40:00 AM,1,10 Code White - HEB,2,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,3,high
8598,140157,5/7/2014,4,8:40:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8600,140159,5/8/2014,5,5:25:00 AM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8601,140160,5/8/2014,5,11:26:00 AM,1,19a Show Of Force - Springwood ,1,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8602,140161,5/8/2014,5,7:34:00 PM,2,33 Suspicious Actions,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8603,140162,5/9/2014,6,1:05:00 AM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8605,140164,5/12/2014,2,7:31:00 PM,2,24 Theft Personal,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8606,140165,5/12/2014,2,7:55:00 PM,2,10 Code White - HEB,2,Main,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,1,low
8604,140163,5/12/2014,2,7:30:00 PM,2,10 Code White - HEB,2,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8607,140166,5/14/2014,4,7:46:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8608,140167,5/16/2014,6,6:33:00 PM,2,12 Disorderly,2,Womens Center,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8609,140168,5/17/2014,7,2:07:00 PM,2,37 Security Breach,1,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,3,high
8610,140169,5/20/2014,3,5:35:00 AM,3,20 Safety Hazard,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8611,140170,5/20/2014,3,1:30:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8612,140171,5/22/2014,5,1:41:00 AM,3,10a Code White - Springwood,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8613,140172,5/23/2014,6,12:01:00 AM,3,32 Other ,1,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8614,140173,5/23/2014,6,10:58:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8615,140174,5/23/2014,6,11:18:00 AM,1,10 Code White - HEB,2,Main,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8628,140176,5/24/2014,7,11:52:00 PM,3,05 Code Red,3,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8616,140175,5/24/2014,7,8:21:00 PM,2,10 Code White - HEB,2,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8629,140177,5/25/2014,1,2:15:00 AM,3,10 Code White - HEB,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8630,140178,5/25/2014,1,4:30:00 PM,2,32 Other,1,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8631,140179,5/25/2014,1,9:22:00 PM,2,05 Code Red,3,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8632,140180,5/26/2014,2,12:20:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8633,140181,5/26/2014,2,2:21:00 PM,2,10a Code White - Springwood,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8634,140182,5/26/2014,2,3:06:00 PM,2,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,TRUE,1.35,1.25,4.55625,TRUE,2,med
8636,140184,5/27/2014,3,4:43:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8635,140183,5/27/2014,3,12:30:00 AM,3,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8637,140185,5/28/2014,4,9:54:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8638,140186,5/29/2014,5,12:50:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,1,low
8640,140188,5/29/2014,5,3:45:00 PM,2,19 Show Of Force - HEB,1,Emergency Department,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8639,140187,5/29/2014,5,12:15:00 PM,1,10 Code White - HEB,2,Emergency Department,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8643,140189,5/30/2014,6,12:55:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8644,140190,5/30/2014,6,8:49:00 AM,1,10 Code White - HEB,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8645,140191,5/30/2014,6,2:25:00 PM,2,05 Code Red,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8646,140192,6/2/2014,2,3:59:00 PM,2,19 Show Of Force - HEB,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8647,140193,6/3/2014,3,7:53:00 PM,2,10 Code White - HEB,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8648,140194,6/4/2014,4,12:18:00 AM,3,20 Safety Hazard,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8649,140195,6/6/2014,6,9:40:00 PM,2,12 Disorderly,2,Hospital Grounds,YES,1.5,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,3.3,FALSE,2,med
8650,140196,6/7/2014,7,12:05:00 AM,3,32 Other,1,Emergency Department,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8651,140197,6/8/2014,1,11:46:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8652,140198,6/9/2014,2,11:31:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8654,140200,6/9/2014,2,6:10:00 PM,2,19 Show Of Force - HEB,1,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8653,140199,6/9/2014,2,4:00:00 PM,2,19a Show Of Force - Springwood ,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8655,140201,6/9/2014,2,9:07:00 PM,2,37 Security Breach,1,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8656,140202,6/10/2014,3,4:43:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8657,140203,6/10/2014,3,6:49:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8658,140204,6/10/2014,3,10:13:00 PM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8659,140205,6/11/2014,4,5:36:00 AM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8660,140206,6/11/2014,4,11:29:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8661,140207,6/11/2014,4,3:50:00 PM,2,21 Suspicious Person,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8664,140210,6/12/2014,5,8:49:00 PM,2,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,1,low
8662,140208,6/12/2014,5,5:38:00 AM,3,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,1,low
8663,140209,6/12/2014,5,7:50:00 PM,2,12 Disorderly,2,Emergency Department,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8665,140211,6/13/2014,6,4:15:00 PM,2,19a Show Of Force - Springwood ,1,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,1,low
8666,140212,6/14/2014,7,3:45:00 AM,3,21 Suspicious Person,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8667,140213,6/15/2014,1,3:18:00 AM,3,32 Other,1,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8668,140214,6/16/2014,2,10:57:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8669,140215,6/17/2014,3,6:30:00 PM,2,21 Suspicious Person,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8670,140216,6/18/2014,4,12:31:00 AM,3,37 Security Breach,1,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8671,140217,6/18/2014,4,8:47:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8672,140218,6/18/2014,4,8:30:00 PM,2,23 Theft Hospital,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8673,140219,6/19/2014,5,10:11:00 AM,1,05 Code Red,3,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,1,low
8674,140220,6/19/2014,5,5:25:00 PM,2,19 Show Of Force - HEB,1,Emergency Department,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,1,low
8675,140221,6/20/2014,6,4:44:00 AM,3,05 Code Red,3,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8676,140222,6/20/2014,6,4:25:00 PM,2,15 Injury Report,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8677,140223,6/22/2014,1,4:23:00 AM,3,19 Show Of Force - HEB,1,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8679,140225,6/23/2014,2,8:01:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8680,140226,6/23/2014,2,10:31:00 PM,3,33 Suspicious Actions,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8678,140224,6/23/2014,2,7:19:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8681,140227,6/24/2014,3,3:00:00 PM,2,19 Show Of Force - HEB,1,Womens Center,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,3,high
8682,140228,6/24/2014,3,4:20:00 PM,2,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8683,140229,6/24/2014,3,7:30:00 PM,2,10 Code White - HEB,2,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8684,140230,6/25/2014,4,1:48:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8685,140231,6/26/2014,5,7:15:00 PM,2,19 Show Of Force - HEB,1,Hospital Grounds,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,3,high
8686,140232,6/26/2014,5,8:12:00 PM,2,12 Disorderly,2,Hospital Grounds,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8687,140233,6/27/2014,6,10:40:00 AM,1,19 Show Of Force - HEB,1,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8689,140235,6/28/2014,7,5:48:00 PM,2,39 Elevator Entrapment/Hazard,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8688,140234,6/28/2014,7,1:47:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,1,low
8690,140236,6/29/2014,1,10:16:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,3,high
8691,140237,6/30/2014,2,7:00:00 AM,1,21 Suspicious Person,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8692,140238,6/30/2014,2,1:06:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8693,140239,6/30/2014,2,9:55:00 PM,2,32 Other,1,Emergency Department,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,3,high
8694,140240,7/1/2014,3,1:45:00 PM,1,19a Show Of Force - Springwood ,1,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8695,140241,7/1/2014,3,1:48:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8697,140243,7/3/2014,5,6:54:00 PM,2,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8696,140242,7/3/2014,5,7:32:00 AM,1,10 Code White - HEB,2,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,TRUE,1.35,1,2.97,FALSE,2,med
8698,140244,7/4/2014,6,10:23:00 PM,3,10a Code White - Springwood,2,Emergency Department,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,3,high
8699,140245,7/6/2014,1,12:01:00 AM,3,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8700,140246,7/8/2014,3,4:26:00 AM,3,10a Code White - Springwood,2,Main,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8701,140247,7/8/2014,3,11:15:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,TRUE,1.2,FALSE,1,TRUE,1.35,1,4.374,FALSE,2,med
8702,140248,7/8/2014,3,6:50:00 PM,2,05 Code Red,3,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8703,140249,7/8/2014,3,8:40:00 PM,2,21 Suspicious Person,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8704,140250,7/9/2014,4,9:53:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8705,140251,7/9/2014,4,6:10:00 PM,2,24 Theft Personal,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8706,140252,7/10/2014,5,10:30:00 PM,3,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8707,140253,7/11/2014,6,9:21:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8708,140254,7/11/2014,6,5:00:00 PM,2,33 Suspicious Actions,2,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8709,140255,7/12/2014,7,12:36:00 AM,3,32 Other,1,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8710,140256,7/12/2014,7,1:01:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8712,140258,7/15/2014,3,11:07:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8713,140259,7/15/2014,3,10:45:00 AM,1,10 Code White - HEB,2,Main,NO,1,Physical,1.35,FALSE,1,FALSE,1,TRUE,1.35,1,3.645,FALSE,1,low
8711,140257,7/15/2014,3,10:00:00 AM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,2,med
8714,140260,7/15/2014,3,9:03:00 PM,2,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8716,140262,7/17/2014,5,10:30:00 AM,1,27 Vandalism Personal,1,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,2,med
8715,140261,7/17/2014,5,8:06:00 AM,1,19 Show Of Force - HEB,1,Main,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,1.1,FALSE,2,med
8717,140263,7/17/2014,5,3:15:00 PM,2,28 Vehicle Accident,2,Springwood,YES,1.5,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,1,low
8718,140264,7/17/2014,5,4:30:00 PM,2,28 Vehicle Accident,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,3,high
8719,140265,7/19/2014,7,10:30:00 PM,3,33 Suspicious Actions,2,Emergency Department,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8720,140266,7/22/2014,3,9:52:00 AM,1,05 Code Red,3,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8722,140267,7/22/2014,3,5:15:00 PM,2,19a Show Of Force - Springwood ,1,Springwood,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,1.35,FALSE,2,med
8723,140268,7/24/2014,5,3:31:00 PM,2,37 Security Breach,1,Emergency Department,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,1,FALSE,1,low
8724,140269,7/26/2014,7,1:35:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,Verbal,1.1,FALSE,1,FALSE,1,FALSE,1,1,2.2,FALSE,3,high
8725,140270,7/29/2014,3,4:15:00 PM,2,05 Code Red,3,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8726,140271,7/30/2014,4,10:55:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8727,140272,7/30/2014,4,1:35:00 PM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
8728,140273,8/2/2014,7,4:42:00 PM,2,05 Code Red,3,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,3,high
8729,140274,8/3/2014,1,6:05:00 AM,1,10 Code White - HEB,2,Main,NO,1,Physical,1.35,FALSE,1,FALSE,1,FALSE,1,1,2.7,FALSE,2,med
8730,140275,8/3/2014,1,2:04:00 PM,2,10 Code White - HEB,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8731,140276,8/4/2014,2,12:34:00 PM,1,10a Code White - Springwood,2,Springwood,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8732,140277,8/6/2014,4,4:35:00 PM,2,28 Vehicle Accident,2,Hospital Grounds,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8733,140278,8/8/2014,6,8:30:00 AM,1,24 Theft Personal,2,Emergency Department,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8734,140279,8/8/2014,6,7:00:00 PM,2,21 Suspicious Person,2,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,1,low
8735,140280,8/9/2014,7,10:10:00 AM,1,24 Theft Personal,2,Main,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,2,FALSE,2,med
8736,140281,8/14/2014,5,6:15:00 AM,1,09 Code Pink,3,Womens Center,NO,1,N/A,1,FALSE,1,FALSE,1,FALSE,1,1,3,FALSE,2,med
